#{"t_start": 1754489820.6862004, "env_id": "None"}
r,l,t
-6.5160108,36,145.761595
-12.869545,29,145.767594
-8.008094,34,145.769594
-9.0527,32,145.776117
-14.21362,26,145.779115
-10.27269,28,145.783647
-11.365178,27,145.788639
-10.556712,33,145.800664
-9.829996,31,145.820697
-7.9622035,35,145.820697
-12.293143,29,145.825705
-9.356269,36,145.831218
-13.862917,30,145.83422
-9.881633,32,145.83422
-14.934491,28,145.848776
-8.212463,35,145.848776
-10.977295,30,145.873178
-11.377457,29,145.876176
-9.249927,34,145.879176
-15.833659,29,145.881691
-11.968125,29,145.8857
-13.0268135,29,145.8857
-12.042126,29,145.899336
-9.111023,32,145.904097
-12.975568,27,145.928137
-13.594269,24,145.928137
-8.764092,33,145.931656
-10.304641,34,145.936656
-9.416619,32,145.938162
-13.534284,25,145.943699
-10.320592,33,145.943699
-10.562627,31,145.958211
-10.074076,30,145.982756
-8.730273,32,145.983769
-10.400913,35,145.988764
-12.898054,31,145.989764
-9.048571,36,146.000781
-11.082122,34,146.002799
-9.574407,36,146.005796
-12.9536,32,146.014321
-16.470905,27,146.032056
-13.03632,27,146.032056
-9.213902,36,146.051602
-7.9940724,38,146.056602
-8.485674,32,146.058611
-9.522889,34,146.061117
-9.863905,30,146.067117
-11.525882,37,146.070626
-10.2214365,30,146.083148
-9.789326,35,146.091665
-12.118779,32,146.107179
-11.008901,31,146.112698
-13.83913,33,146.114705
-9.686422,31,146.114705
-12.9350195,27,146.118705
-8.425916,38,146.133699
-8.37239,33,146.140721
-8.000887,34,146.151245
-8.063572,35,146.168364
-8.253685,32,146.169365
-10.047031,31,146.171885
-7.5086555,38,146.178881
-59.490128,38,146.180388
-10.252624,30,146.186399
-12.621523,29,146.190908
-10.350598,29,146.201435
-17.111387,22,146.215944
-10.219405,30,146.218945
-11.20113,30,146.221463
-10.044464,29,146.221463
-12.582915,29,146.229464
-12.840678,31,146.238487
-10.668511,33,146.246013
-12.281946,27,146.246013
-16.815271,26,146.264052
-10.895068,31,146.272583
-9.9170685,32,146.276591
-10.770709,35,146.276591
-12.508492,26,146.283772
-7.4669447,36,146.294297
-10.788495,30,146.30181
-10.129347,30,146.30181
-9.860264,31,146.324873
-10.238818,29,146.332403
-15.17942,26,146.334314
-7.95492,34,146.337312
-9.1443615,34,146.340934
-9.054219,31,146.352465
-11.065775,33,146.363996
-7.8865786,33,146.363996
-15.421829,28,146.376739
-10.41661,31,146.390971
-14.038265,30,146.392989
-8.29253,33,146.392989
-11.195899,33,146.402508
-9.947184,31,146.410515
-9.489957,31,146.420823
-9.384434,35,146.427342
-9.768776,29,146.429341
-11.617389,28,146.442918
-9.833633,29,146.44492
-9.686177,30,146.44492
-12.662923,33,146.461105
-13.770466,29,146.461105
-8.317859,33,146.478618
-9.9891,32,146.484135
-8.940569,35,146.491652
-10.809153,28,146.493664
-12.088891,30,146.498661
-9.531612,31,146.500663
-11.367374,29,146.514704
-105.21595,40,146.535785
-10.785624,29,146.539034
-9.2930765,32,146.539034
-17.031063,25,146.541544
-11.11307,28,146.553133
-10.254739,32,146.553133
-9.017592,32,146.561554
-9.2235565,36,146.582911
-10.161173,31,146.594849
-10.116404,31,146.598842
-8.525274,34,146.60636
-57.021618,37,146.610871
-11.966582,31,146.612884
-10.256334,34,146.617883
-9.097868,32,146.624418
-9.46282,30,146.63946
-11.075153,28,146.64799
-10.809949,31,146.664038
-12.676391,28,146.664038
-7.3316607,36,146.666039
-10.125681,31,146.66804
-10.712869,31,146.675573
-10.195647,29,146.677573
-10.911516,29,146.693637
-9.691688,32,146.706073
-16.591232,24,146.711594
-12.807279,30,146.720592
-9.587987,32,146.722106
-10.703611,32,146.722106
-11.883384,28,146.725113
-11.071582,28,146.727111
-10.746195,29,146.745769
-14.244865,27,146.755181
-14.324155,24,146.765701
-10.252048,33,146.770701
-9.90357,31,146.775848
-9.204671,31,146.781365
-12.5470915,34,146.78337
-8.848172,34,146.788367
-11.137215,29,146.798885
-17.91803,25,146.811931
-10.444804,33,146.815927
-16.398884,27,146.821446
-10.988238,30,146.833984
-13.553673,31,146.845131
-8.612834,35,146.857652
-155.51138,41,146.860652
-12.656446,34,146.865176
-11.634422,30,146.875729
-9.356091,33,146.876719
-11.00718,34,146.887174
-8.3122835,34,146.898692
-9.511744,30,146.900693
-9.883043,31,146.915295
-12.181685,28,146.917297
-8.302108,35,146.926824
-10.204896,33,146.935717
-10.498503,34,146.940017
-12.078986,30,146.94354
-12.702915,34,146.962172
-12.231692,26,146.966171
-8.707228,38,146.972685
-11.652998,27,146.989117
-9.073361,38,146.989117
-7.7402005,35,146.994864
-10.63389,32,147.002383
-9.108362,31,147.004386
-16.337572,28,147.022419
-10.220161,32,147.027709
-9.822431,29,147.03123
-16.074854,26,147.042899
-8.512465,33,147.059417
-10.666683,31,147.061701
-11.659346,29,147.064694
-10.078278,30,147.068694
-15.475733,26,147.07794
-12.894556,34,147.094973
-12.357638,32,147.094973
-12.104455,33,147.105505
-11.553515,28,147.108504
-13.2271,30,147.113528
-16.525774,29,147.115529
-9.414497,31,147.122043
-10.531151,35,147.137572
-9.127821,31,147.147994
-12.021298,26,147.152515
-10.888479,29,147.154521
-59.03882,37,147.157521
-10.814995,29,147.164066
-11.94341,27,147.167159
-9.825869,33,147.169157
-9.004421,33,147.192218
-10.748608,30,147.197218
-10.386745,30,147.203909
-13.624985,31,147.210426
-13.635087,36,147.215806
-10.218887,31,147.223423
-8.782012,35,147.22742
-8.704915,33,147.228424
-9.482287,33,147.25457
-7.058763,37,147.269094
-10.57867,28,147.269094
-11.118191,35,147.274621
-7.9676704,34,147.280679
-9.972602,30,147.291304
-7.078584,35,147.297619
-9.24558,36,147.308037
-16.664274,25,147.333694
-12.780917,26,147.341714
-57.270042,39,147.351238
-8.872545,35,147.357267
-7.668528,33,147.360773
-11.926828,27,147.362786
-9.816727,35,147.374163
-12.091348,26,147.389688
-8.142651,38,147.393871
-19.692966,23,147.403398
-10.863402,31,147.406397
-14.885326,27,147.416912
-7.851689,34,147.420419
-10.794032,31,147.426429
-12.901963,33,147.438511
-9.22731,32,147.451648
-9.856078,31,147.453653
-16.519482,26,147.455652
-20.630117,20,147.457652
-12.658255,29,147.459652
-11.115275,30,147.481696
-7.002359,36,147.483213
-15.98717,24,147.498733
-9.692249,32,147.498733
-11.723993,29,147.508078
-12.548721,31,147.517709
-11.3351345,35,147.523823
-9.271495,33,147.523823
-11.911472,28,147.540616
-9.648372,31,147.545431
-15.504713,27,147.556049
-8.81696,31,147.56431
-10.487093,29,147.568753
-15.671096,25,147.571273
-9.293439,31,147.592403
-11.262104,36,147.602717
-11.469387,27,147.604881
-8.592521,34,147.615018
-13.200807,28,147.627974
-9.694035,35,147.62898
-10.219894,32,147.632507
-18.650402,26,147.643538
-10.398447,37,147.646521
-10.765438,31,147.660564
-9.513402,32,147.665712
-10.832725,28,147.667709
-11.561321,27,147.678293
-11.558242,29,147.684844
-11.058416,32,147.688844
-15.994267,28,147.693767
-11.079485,34,147.708283
-10.756258,31,147.717814
-10.802045,32,147.72594
-10.482679,33,147.72594
-12.500713,26,147.736452
-9.30288,33,147.738964
-8.985794,31,147.742499
-15.614968,27,147.744498
-9.186775,32,147.769197
-9.025313,32,147.778716
-8.933589,31,147.784231
-9.952419,32,147.786231
-13.287809,30,147.793847
-9.963601,31,147.797848
-9.386355,32,147.80294
-11.135774,31,147.80294
-15.866696,26,147.818859
-19.155523,22,147.820366
-11.148207,30,147.841471
-8.882831,33,147.849474
-11.291971,29,147.853819
-9.376145,31,147.853819
-11.023806,31,147.86434
-11.156554,34,147.869341
-11.080776,29,147.87786
-8.043872,36,147.890848
-8.900694,34,147.909374
-10.575316,30,147.91255
-8.493867,33,147.915559
-14.528671,34,147.920551
-11.068581,35,147.931596
-8.771357,34,147.935594
-10.753996,34,147.943511
-11.81092,29,147.946512
-12.502697,27,147.961541
-11.324123,31,147.975595
-9.064699,32,147.975595
-11.965208,29,147.977591
-13.390651,24,147.982655
-14.923993,29,147.988654
-11.148623,28,147.99817
-17.522978,28,148.000675
-9.136161,35,148.030528
-9.222883,30,148.034537
-8.639926,31,148.036536
-11.869526,26,148.040589
-10.2806835,33,148.043606
-8.945363,36,148.056196
-9.758619,31,148.063728
-11.672676,36,148.071729
-8.536687,34,148.09838
-8.86369,33,148.10089
-11.150768,35,148.106914
-10.591483,36,148.113439
-10.022747,35,148.113439
-8.143348,33,148.121618
-13.320915,35,148.134612
-10.102081,36,148.145676
-12.679923,26,148.154532
-8.521536,33,148.170919
-10.274763,29,148.175932
-9.346251,31,148.17893
-8.262098,37,148.185459
-9.539207,31,148.187461
-13.3360195,25,148.187461
-11.434516,29,148.204499
-16.956633,26,148.206497
-10.599332,28,148.227452
-13.164108,27,148.230463
-8.620752,33,148.233991
-13.039996,29,148.241541
-10.94279,31,148.243546
-9.270108,32,148.247546
-7.68251,36,148.273741
-10.02104,37,148.273741
-10.445819,32,148.295943
-11.043183,28,148.295943
-12.7692375,35,148.298091
-6.8523917,37,148.300116
-10.234104,30,148.301649
-12.086467,30,148.306664
-11.658769,28,148.330536
-10.525042,31,148.337485
-14.401131,25,148.354098
-8.841365,31,148.359097
-9.382827,33,148.363642
-11.075703,33,148.365642
-11.429997,33,148.368649
-8.207267,35,148.378172
-17.497345,25,148.382694
-11.246144,27,148.39253
-13.733122,29,148.415777
-17.122448,25,148.419935
-9.891981,29,148.427463
-12.839216,31,148.427463
-15.802187,26,148.439054
-8.918042,33,148.439054
-9.315624,32,148.448632
-12.679592,30,148.460673
-11.162186,28,148.482757
-15.825608,31,148.484759
-9.936491,32,148.496293
-11.476793,29,148.501818
-9.960178,30,148.503817
-10.901028,40,148.512332
-8.425857,31,148.51434
-7.9861574,35,148.532585
-10.5366335,28,148.552154
-10.53583,34,148.552154
-8.135885,36,148.55416
-12.871397,29,148.55916
-10.227424,34,148.571834
-10.159131,33,148.57983
-8.855032,34,148.57983
-8.902148,33,148.596725
-12.690566,26,148.611444
-9.538049,31,148.61466
-10.987261,34,148.620669
-12.275576,34,148.622895
-9.27163,36,148.646487
-7.5408015,36,148.655004
-9.953796,37,148.658005
-13.820586,29,148.659002
-12.712861,27,148.670528
-15.893194,26,148.678052
-11.29856,31,148.680563
-9.078091,34,148.692093
-10.353769,32,148.714916
-9.12788,32,148.723438
-10.124652,31,148.725435
-8.074594,33,148.727436
-15.281444,26,148.73457
-9.12099,32,148.737569
-9.071598,30,148.744441
-10.944351,29,148.754679
-11.015549,28,148.772557
-10.49718,30,148.785079
-7.9609895,33,148.792606
-7.728337,36,148.799292
-12.141326,33,148.799292
-10.516324,29,148.801819
-10.19896,33,148.80382
-12.381111,30,148.812967
-9.315351,34,148.838004
-10.663112,29,148.847637
-8.815162,35,148.851811
-10.400026,29,148.855813
-9.624967,30,148.857812
-11.541168,28,148.857812
-9.21211,31,148.861329
-11.648373,28,148.867333
-8.09314,32,148.900429
-9.182176,31,148.908445
-10.817962,29,148.915287
-9.175136,31,148.918286
-7.7251654,35,148.922807
-10.852112,36,148.931492
-8.26577,36,148.935485
-7.5596027,36,148.942284
-9.49961,33,148.971696
-10.107974,31,148.975691
-13.144045,28,148.976687
-9.715846,32,148.983202
-9.542225,33,148.99071
-10.36896,32,148.99672
-10.778238,33,149.00299
-8.4992895,34,149.010502
-10.686408,30,149.030806
-12.226439,28,149.030806
-10.458254,27,149.036837
-9.672023,34,149.044879
-8.260619,35,149.059397
-9.205607,32,149.059397
-9.255692,30,149.061925
-11.283884,32,149.072449
-9.65763,33,149.093506
-9.139095,31,149.095505
-7.683502,35,149.09751
-8.15742,33,149.10662
-9.43687,31,149.11814
-8.789906,33,149.122658
-8.915596,33,149.124665
-11.597186,32,149.134228
-11.95421,25,149.142261
-9.185545,35,149.164274
-57.072647,37,149.166273
-11.191963,32,149.168273
-11.870295,28,149.175795
-10.597021,30,149.182315
-9.6413145,34,149.184322
-9.630363,30,149.191845
-10.71373,28,149.195849
-14.952683,29,149.22144
-9.668993,32,149.22944
-10.942379,35,149.23892
-11.148409,30,149.245446
-12.3288555,32,149.247446
-9.458046,35,149.247446
-13.27138,27,149.247446
-10.801214,28,149.253967
-10.212205,29,149.28253
-10.144777,31,149.29404
-8.762097,34,149.308553
-12.745202,31,149.310553
-10.226962,31,149.310553
-9.8865595,32,149.313074
-12.373345,33,149.313074
-8.563528,32,149.319071
-10.979371,28,149.3371
-12.50463,27,149.347631
-10.201199,28,149.367693
-10.428171,29,149.369693
-8.6567955,34,149.376208
-10.433314,30,149.378211
-11.791382,35,149.379204
-7.971047,36,149.381734
-118.09027,56,163.625969
-213.1653,57,163.625969
-164.82767,57,163.628969
-266.35822,64,163.628969
-367.1161,65,163.633491
-412.53906,74,163.655777
-662.27966,103,163.680829
-164.82045,54,163.720438
-219.32535,58,163.727448
-161.51176,55,163.72945
-212.29054,61,163.735972
-262.10764,67,163.74648
-165.563,58,163.755564
-161.61433,58,163.78312
-114.53136,54,163.827756
-161.43826,55,163.831271
-210.01454,61,163.834275
-209.3904,63,163.85486
-114.32046,53,163.856857
-263.19833,70,163.879616
-165.25528,52,163.882965
-163.2101,59,163.936522
-164.69783,59,163.940523
-159.10658,59,163.94205
-214.47162,63,163.968621
-213.52377,64,163.972135
-212.77072,59,163.984657
-164.04709,62,163.994181
-163.95981,54,164.038164
-263.2865,66,164.056241
-262.91797,73,164.076836
-159.00987,55,164.086354
-164.9294,57,164.09889
-310.6006,76,164.11041
-458.89944,90,164.157276
-167.61816,55,164.158273
-265.82462,66,164.19636
-167.18236,53,164.201642
-212.9662,64,164.210641
-262.61554,65,164.235207
-211.47852,69,164.251812
-265.50815,71,164.286377
-362.84842,77,164.294816
-167.23636,57,164.303337
-161.65154,63,164.309337
-314.12033,68,164.331552
-214.18393,58,164.338583
-314.78366,72,164.379606
-163.62036,58,164.408883
-360.03464,74,164.419409
-411.44034,74,164.430418
-212.33679,66,164.430418
-210.00562,62,164.454481
-262.34802,68,164.458479
-215.73395,65,164.503625
-114.66911,55,164.52265
-214.34447,66,164.531918
-215.4989,60,164.540423
-265.40732,60,164.540423
-216.25456,57,164.561349
-559.825,84,164.608433
-164.72963,57,164.627488
-165.54599,60,164.650496
-358.11575,82,164.652507
-362.16583,72,164.664027
-169.56973,55,164.664027
-364.02383,71,164.671545
-213.09897,70,164.738961
-265.71817,65,164.74749
-120.046005,53,164.750492
-214.77695,62,164.765465
-209.46991,63,164.77898
-359.88547,72,164.807519
-462.08392,78,164.825124
-215.5261,59,164.860365
-312.48575,71,164.872395
-259.23047,69,164.880905
-161.87187,56,164.885924
-260.38828,66,164.888922
-167.07971,56,164.918494
-363.09012,73,164.930522
-116.97962,56,164.964964
-213.32228,67,164.970472
-310.3746,72,165.002045
-263.1537,71,165.009055
-209.56715,62,165.024381
-162.23071,56,165.02638
-165.01248,59,165.071856
-166.95593,58,165.076851
-166.37822,54,165.100246
-605.37775,125,165.103783
-155.83762,65,165.143545
-360.1437,76,165.147959
-263.94775,71,165.153226
-364.18173,72,165.197898
-312.9197,71,165.201873
-263.51083,69,165.220924
-259.46417,71,165.228621
-166.61186,54,165.245507
-312.6382,68,165.263343
-362.6023,82,165.291441
95.83038,1000,165.315216
-263.85693,71,165.323734
-313.8217,69,165.323734
-311.70813,74,165.350927
-310.6335,73,165.355938
-163.44394,57,165.361084
-461.55206,83,165.389136
-264.22586,68,165.406168
-262.62234,66,165.426791
-212.14998,63,165.431301
-167.19217,60,165.456366
-211.56447,60,165.462401
-510.08524,82,165.468403
-311.8937,76,165.501942
-167.78441,55,165.513487
-309.63507,80,165.541245
-164.58614,59,165.547902
-210.97835,62,165.550427
-213.53972,56,165.573009
-213.62361,66,165.59681
-312.97467,79,165.60808
-210.76921,63,165.618623
-413.4791,78,165.65472
-263.57883,68,165.663866
-210.87834,70,165.674382
-360.95468,73,165.678382
-260.90244,73,165.700941
-165.78998,56,165.705952
-259.0283,72,165.721883
-560.33765,79,165.755443
-164.49152,61,165.770852
-311.73227,67,165.772855
-212.388,57,165.779025
-261.25842,61,165.783547
-164.5039,55,165.8056
-214.40262,69,165.825304
-166.93774,64,165.83782
-165.08398,54,165.856857
-117.80376,57,165.878425
-210.12866,65,165.899695
-309.79263,75,165.909752
-161.09879,58,165.911961
-262.48557,74,165.917969
-261.8413,69,165.947567
-363.67703,72,165.963744
-263.7668,68,165.996309
-458.60443,80,165.996309
-211.42111,64,166.01939
-314.28857,69,166.026796
-509.19873,84,166.042851
-162.0199,58,166.048852
-361.07498,82,166.05939
-160.84966,62,166.079607
-162.0577,68,166.131439
-264.65247,65,166.152354
-262.65652,66,166.161867
-162.83783,58,166.170625
-165.63503,59,166.203676
-263.2533,76,166.203676
-310.52737,72,166.212222
-163.82462,55,166.242435
-757.07855,135,166.269173
-212.35329,59,166.275692
-161.17377,55,166.277691
-170.17111,55,166.313792
-165.19322,56,166.314787
-413.36508,75,166.323287
-264.71832,68,166.347325
-216.77034,65,166.370829
-210.81358,65,166.400417
-363.69714,68,166.403947
-314.4197,75,166.410454
-263.37094,67,166.43651
-314.04367,69,166.442021
-211.94722,68,166.447021
-165.02234,61,166.458541
-163.61479,56,166.470582
-162.59325,53,166.492037
-210.99596,72,166.530608
-211.4829,69,166.533078
-162.76732,54,166.537718
-116.800186,55,166.544946
-164.09627,55,166.568499
-512.879,76,166.572013
-265.31787,70,166.58454
-262.16953,67,166.6171
-162.15189,56,166.637466
-115.40949,54,166.639466
-314.28244,69,166.661731
-165.69084,57,166.681626
-112.68415,56,166.691134
-361.163,80,166.697143
-411.29776,75,166.712178
-312.28033,68,166.746402
-164.33075,61,166.754669
-213.75792,60,166.755668
-162.16306,57,166.769699
-114.96839,57,166.818026
-461.87582,73,166.826544
-265.6657,71,166.828545
-360.0987,81,166.832061
-212.22069,63,166.866966
-312.6885,72,166.874478
-161.18001,62,166.878477
-263.91418,74,166.884805
-211.67845,62,166.944499
-310.67804,71,166.9475
-264.96692,70,166.957026
-260.01022,71,166.960532
-212.64938,58,166.976583
-166.46461,57,166.983779
-263.9559,68,167.008842
-363.4938,72,167.025871
-261.82996,73,167.084271
-259.89417,78,167.094792
-263.19687,74,167.098792
-161.66562,61,167.098792
-361.25357,78,167.102308
-210.59027,73,167.112832
-359.87994,74,167.160557
-608.7876,91,167.176769
-163.56978,60,167.19375
-116.47027,55,167.203688
-210.1235,58,167.204687
-263.48947,68,167.222735
-263.48895,68,167.237245
-408.64163,82,167.247775
-117.72561,56,167.274855
-265.1339,64,167.323329
-162.63072,61,187.10382
-261.89404,64,187.124565
-762.1391,78,187.158956
-613.475,75,187.181767
-456.36493,64,187.184766
-709.6269,85,187.22532
-612.84534,77,187.237544
-306.35083,60,187.251247
-409.35458,74,187.270478
-463.40396,77,187.312468
-559.42255,64,187.312468
-606.35706,80,187.368365
-609.8776,67,187.376886
-812.41766,87,187.381422
-565.3267,68,187.401478
-812.7496,80,187.414992
-666.1781,77,187.44067
-658.7388,75,187.482341
-802.5941,81,187.499316
-466.40558,63,187.519051
-510.3677,68,187.54282
-409.38586,77,187.572604
-510.07974,67,187.574601
-860.98315,83,187.625794
-356.92206,75,187.633322
-615.0407,74,187.668879
-407.79697,59,187.709049
-611.84265,80,187.711581
-714.0144,89,187.717579
-709.2275,83,187.738545
-858.4251,82,187.7606
-667.27765,69,187.778693
-653.32544,79,187.805892
-960.4001,85,187.847951
-616.1588,67,187.848937
-709.47906,74,187.866998
-810.0292,84,187.881087
-308.076,65,187.890599
-707.07495,82,187.903134
-597.64606,68,187.940434
-371.20956,57,187.975706
-1009.616,107,187.987754
-909.6715,82,188.006259
-714.1613,78,188.036486
-759.88025,79,188.048702
-706.12256,109,188.050698
-859.84546,95,188.05719
-610.202,79,188.081866
-666.48694,71,188.112785
-615.8214,79,188.115784
-757.7714,81,188.146363
-764.69965,75,188.167684
-656.60315,71,188.181623
-262.26718,59,188.185624
-664.457,85,188.198134
-708.94714,91,188.213198
-459.6209,68,188.240738
-856.9656,91,188.281826
-661.2221,79,188.297348
-562.6231,69,188.299347
-517.52014,63,188.307423
-512.45166,73,188.321434
-604.70483,70,188.342498
-660.47473,79,188.344496
-516.1887,74,188.371777
-567.5838,69,188.397538
-466.73007,71,188.415159
-510.5066,70,188.432604
-704.3855,84,188.434611
-757.761,86,188.444547
-713.19684,70,188.457064
-660.7993,75,188.464594
-853.28564,89,188.517834
-616.71454,77,188.524346
-716.312,79,188.543361
-614.5557,75,188.558561
-663.2087,77,188.560606
-711.0672,79,188.596433
-710.65106,88,188.600428
-758.9687,90,188.625643
-410.35678,64,188.645418
-356.00226,60,188.662425
-655.75714,82,188.671951
-564.29944,73,188.705606
-664.7614,77,188.711113
-461.3905,63,188.717116
-410.19202,61,188.752208
-562.1906,87,188.757213
-614.14764,79,188.765719
-459.13983,63,188.771229
-315.8763,61,188.776233
-459.73676,61,188.818351
-656.69855,74,188.828873
-660.1435,80,188.844162
-558.8361,68,188.875718
-660.09534,72,188.890545
-812.95026,83,188.895555
-566.3609,72,188.901071
-751.27466,83,188.91359
-404.5837,59,188.942823
-604.7078,69,188.944823
-659.86615,77,188.948835
-806.2271,84,189.013705
-505.35434,76,189.020706
-709.81415,79,189.020706
-767.4662,78,189.030482
-613.8574,80,189.045769
-559.04407,80,189.07531
-761.9759,81,189.078311
-906.42456,93,189.101713
-309.53226,57,189.123762
-716.01825,74,189.137272
-704.0286,74,189.144311
-710.4991,82,189.158827
-707.4194,77,189.179366
-760.3146,74,189.205664
-704.1549,84,189.229261
-460.47266,76,189.239677
-606.8567,65,189.258598
-663.64624,73,189.258598
-663.334,72,189.280469
-565.3755,73,189.296843
-609.6153,87,189.343544
-513.7243,62,189.348361
-516.59375,77,189.353396
-309.8877,58,189.37042
-459.44604,62,189.377936
-756.1955,85,189.399615
-660.474,74,189.415636
-614.0424,71,189.474226
-862.24493,81,189.48502
-860.6024,85,189.488019
-807.94116,109,189.489021
-812.0065,81,189.504043
-612.3073,77,189.504043
-708.3827,71,189.514564
-711.6995,95,189.568833
-160.93658,53,189.568833
-461.363,63,189.574347
-761.5972,75,189.60917
-813.83014,81,189.618683
-566.9317,73,189.622192
-516.45447,72,189.632707
-603.9262,81,189.635706
-459.98782,64,189.680139
-658.04126,78,189.699195
-757.8145,88,189.71723
-409.43518,59,189.719227
-415.43936,63,189.758678
-808.8014,82,189.764413
-812.0699,82,189.776925
-812.99133,83,189.788459
-602.59045,69,189.830499
-861.01624,83,189.835018
-408.91315,75,189.858244
-563.5304,84,189.871681
-460.98706,63,189.879679
-714.5365,75,189.881753
-713.098,83,189.899265
-258.86676,57,189.929688
-808.3271,99,189.950703
-161.5977,54,189.970457
-757.4072,90,189.978666
-563.1117,68,189.992817
-762.13324,87,190.002335
-706.1267,84,190.010345
-665.0058,73,190.020437
-209.91278,56,190.065437
-811.7234,86,190.073952
-762.0296,88,190.100266
-555.4195,70,190.112699
-710.4905,78,190.112699
-611.8021,76,190.134792
-711.49194,77,190.156059
-812.0258,86,190.161719
-314.67972,61,190.175
-515.4058,78,190.213658
-552.9025,75,190.234954
-513.4365,72,190.242476
-561.06287,75,190.269399
-807.9083,93,190.280976
-664.73065,75,190.296507
-509.4234,68,190.334475
-158.18912,92,190.338477
-806.8891,102,190.338477
-510.0823,76,190.369084
-710.5694,86,190.394355
-413.77765,62,190.40464
-518.7505,75,190.411146
-909.27124,86,190.41915
-407.92935,61,190.438696
-566.19244,76,190.468259
-614.2622,80,190.475788
-717.20264,74,190.496119
-260.2457,59,190.504632
-403.11517,59,190.514599
-856.9114,91,190.566052
-763.9943,87,190.604915
-465.8083,62,190.624359
-756.5523,87,190.634881
-258.88358,58,190.642395
-710.19476,79,190.651919
-308.58023,61,190.656918
-464.36157,62,190.665431
-405.76318,60,190.701884
-405.8372,62,190.724923
-361.28036,60,190.735451
-262.0683,57,190.762513
-565.7217,70,190.77203
-663.3768,77,190.778024
-706.58966,73,190.788295
-504.51263,71,190.798809
-655.2775,71,190.835535
-660.9452,79,190.875642
-406.69128,63,190.896343
-757.7752,92,190.912405
-614.50476,79,190.912405
-256.66214,60,190.912405
-811.2215,88,203.885057
-709.3256,82,203.888046
-2804.4382,127,203.991575
-2653.3018,130,204.026788
-2858.212,117,204.036314
-2705.562,119,204.039314
-2755.1487,126,204.048825
-3506.749,137,204.054345
-2708.247,116,204.058348
-2855.2505,127,204.073388
-2507.8264,112,204.167369
-1711.3625,91,204.201964
-2609.89,109,204.214491
-2707.8364,120,204.219489
-2557.9307,118,204.227031
-2807.1606,113,204.233564
-2608.2012,116,204.264948
-2457.3572,126,204.265939
-1403.7966,79,204.365174
-1959.763,90,204.370765
-2906.9595,124,204.373779
-2259.5647,107,204.405623
-2456.4429,115,204.406615
-3007.1501,127,204.414241
-2258.3948,96,204.423761
-2903.3503,135,204.490693
-2009.6254,96,204.526791
-2260.4907,98,204.535332
-2755.7476,117,204.573043
-2506.3088,122,204.614025
-2954.909,124,204.619025
-2706.5825,124,204.625807
-2806.6956,123,204.634941
-1655.4877,89,204.646069
-2758.037,127,204.755693
-3256.3042,132,204.755693
-1556.8583,81,204.75882
-2605.7898,122,204.784403
-2760.902,111,204.821171
-2657.6936,119,204.823187
-2759.157,114,204.834721
-3655.2964,137,204.885007
-2063.3503,100,204.937062
-2754.2666,130,204.989695
-3006.9832,142,205.011791
-2507.1753,112,205.024305
-2408.738,112,205.036833
-3853.0513,158,205.069092
-3803.8315,152,205.159502
-3503.3945,150,205.207602
-1860.4802,88,205.224719
-2858.0234,122,205.22872
-2510.8147,113,205.237253
-3206.2854,126,205.249347
-3105.5806,148,205.25386
-6446.418,265,205.292264
-1415.6959,77,205.356925
-2657.0852,119,205.366456
-2308.4998,113,205.402579
-2759.1716,116,205.452205
-2160.944,95,205.456213
-3307.7344,133,205.458214
-2805.6309,127,205.467215
-2803.5952,135,205.470728
-2809.0461,117,205.570695
-2305.618,100,205.577214
-4103.986,150,205.616799
-2160.5566,95,205.622315
-2157.7031,99,205.623777
-2159.1636,96,205.632302
-2407.153,107,205.653465
-3009.9673,118,205.658463
-2857.8232,121,205.771992
-1959.2032,92,205.775993
-3106.334,128,205.790507
-2458.8423,122,205.820772
-2710.1929,113,205.820772
-2857.933,124,205.832023
-2356.3418,114,205.84499
-2860.0762,118,205.856508
-2458.6594,114,205.962332
-2114.3916,91,205.972842
-1411.4471,79,205.975839
-2753.845,125,205.984367
-2958.0647,120,205.991394
-2456.4592,103,205.993394
-2756.4177,126,206.041523
-2809.2463,120,206.056443
-2506.6296,116,206.168738
-2406.1829,113,206.176267
-2657.257,122,206.182793
-2507.8347,112,206.182793
-3055.6838,134,206.188848
-2654.9165,125,206.203424
-2551.6926,112,206.232746
-2507.5037,114,206.253802
-1858.4769,87,206.337302
-2607.127,114,206.373035
-2356.886,108,206.383539
-3158.4478,130,206.408631
-2658.5059,117,206.414154
-1907.2109,94,206.423706
-2710.402,110,206.43222
-3802.7876,168,206.483351
-1514.0759,80,206.548342
-2360.3794,107,206.560368
-3303.9163,134,206.573899
-2808.0012,118,206.588413
-2506.441,112,206.606964
-2762.073,122,206.633049
-2954.038,132,206.658496
-2406.0442,101,206.734529
-3753.4097,149,206.740526
-1955.5001,96,206.740526
-3456.0361,145,206.804426
-2561.1296,111,206.806612
-3205.058,131,206.821575
-2358.144,101,206.841425
-2557.4883,120,206.849551
-2458.41,103,206.922057
-1807.5636,89,207.006781
-3102.0662,148,207.006781
-3855.9822,150,207.010293
-2504.8467,127,207.030891
-3006.7646,128,207.050978
-2953.5337,138,207.05301
-1361.7316,81,207.067571
-3203.484,133,207.080614
-1961.1946,91,207.172162
-1906.9974,91,207.176161
-2407.0642,114,207.211995
-2656.4302,113,207.233028
-1711.5078,92,207.242541
