#{"t_start": 1754448252.4088926, "env_id": "None"}
r,l,t
-37.881943,6,1.860362
-42.050476,6,1.862355
-41.12573,6,1.866345
-37.4689,6,1.873326
-34.931423,7,1.874324
-31.950314,6,1.876318
-37.085896,6,1.876318
-40.022594,6,1.876318
-26.558191,7,1.879311
-38.591564,7,1.882302
-37.414845,7,1.885294
-31.28297,6,1.890281
-37.920506,7,1.893273
-31.465202,6,1.893273
-37.883533,6,1.895268
-25.70941,7,1.896265
-35.65578,7,1.896265
-31.205946,6,1.89826
-32.55216,6,1.901252
-35.740726,6,1.909231
-31.412626,7,1.909231
-42.127926,6,1.911225
-38.150852,7,1.911225
-35.314526,6,1.914217
-29.894495,7,1.914217
-28.309961,7,1.914217
-31.879707,8,1.922196
-35.45115,6,1.925189
-38.148052,6,1.925189
-36.58209,6,1.92818
-31.884068,6,1.92818
-31.761168,6,1.931172
-36.108246,6,1.931172
-33.37032,7,1.933166
-37.003834,6,1.938153
-35.56869,7,1.944137
-37.74925,7,1.944137
-37.739475,7,1.947129
-36.24805,6,1.947129
-37.2255,7,1.947129
-38.44018,6,1.950121
-37.394455,6,1.955108
-30.600271,5,1.9581
-37.45894,11,1.960095
-37.026234,7,1.964084
-32.894833,6,1.964084
-36.922737,6,1.964084
-33.19768,6,1.966079
-35.198734,7,1.967076
-32.443546,6,1.972063
-38.84542,6,1.978046
-30.873165,6,1.980041
-37.19965,6,1.981038
-38.812023,7,1.984031
-40.702427,6,1.984031
-30.950123,10,1.987023
-26.44602,7,1.987023
-42.53224,7,1.992009
-37.70199,6,1.995001
-31.37435,6,1.997993
-32.79767,6,1.997993
-42.83146,6,2.000985
-36.16393,6,2.000985
-36.683395,6,2.003978
-30.60393,6,2.003978
-42.40059,6,2.009962
-39.902264,7,2.014948
-35.902206,6,2.016942
-43.657608,7,2.016942
-29.433596,8,2.019935
-36.843227,6,2.019935
-37.4823,6,2.019935
-33.88407,8,2.022927
-36.5103,6,2.026916
-38.711063,6,2.031902
-36.81242,6,2.034895
-31.363834,6,2.036889
-35.844078,7,2.036889
-33.092865,6,2.036889
-32.478107,6,2.039881
-45.210182,7,2.039881
-37.994343,6,2.041876
-36.165882,6,2.047861
-31.679977,7,2.052846
-28.380705,7,2.055838
-31.998653,7,2.055838
-39.707485,7,2.055838
-37.624763,6,2.055838
-31.92121,7,2.058831
-35.81105,6,2.058831
-37.285336,6,2.063817
-30.454683,7,2.071796
-32.245453,6,2.071796
-37.393055,6,2.071796
-37.072735,6,2.071796
-42.284126,7,2.074789
-39.335068,6,2.074789
-33.01748,7,2.077779
-36.31656,7,2.082767
-31.604918,6,2.088751
-33.642105,6,2.088751
-37.278866,6,2.088751
-37.335022,6,2.088751
-40.08113,6,2.091743
-27.60142,6,2.091743
-34.916862,6,2.098724
-41.53547,6,2.104708
-31.857662,7,2.106703
-35.52903,7,2.106703
-34.198124,7,2.106703
-43.822983,7,2.109695
-34.466454,6,2.116954
-31.704643,7,2.124932
-44.28202,6,2.124932
-59.42511,17,2.124932
-35.194023,6,2.124932
-41.786297,6,2.127925
-19.547329,8,2.130917
-34.30987,6,2.133909
-34.943836,6,2.14089
-59.317368,18,2.14089
-33.250156,6,2.14089
-31.660782,5,2.14089
-36.6876,6,2.14089
-33.022926,6,2.14089
-36.994118,6,2.146874
-41.02424,7,2.150863
-37.20947,6,2.15585
-27.511024,6,2.15585
-35.053715,7,2.158842
-29.250315,7,2.158842
-31.850073,6,2.161834
-31.696728,8,2.161834
-36.91477,6,2.166821
-37.63354,6,2.172805
-30.562923,6,2.172805
-41.72575,6,2.174799
-32.20062,6,2.174799
-37.050636,6,2.177792
-37.917747,7,2.180784
-28.320614,7,2.18577
-67.114815,17,2.186768
-30.443342,6,2.188762
-30.803991,6,2.191755
-38.17533,6,2.191755
-34.38003,7,2.191755
-31.768234,7,2.195743
-28.446875,7,2.198736
-30.955164,6,2.20073
-37.36483,6,2.203723
-31.524042,7,2.203723
-42.554523,6,2.206714
-35.76728,6,2.206714
-32.07844,7,2.208708
-31.5071,6,2.210703
-35.491943,6,2.213696
-36.71661,6,2.21569
-38.508812,6,2.218682
-32.866104,6,2.218682
-36.83563,6,2.220677
-22.185474,7,2.225663
-42.62446,6,2.225663
-37.44564,6,2.228656
-42.503857,9,2.228656
-32.36649,6,2.230651
-36.642464,6,2.232645
-34.06159,6,2.235637
-40.229347,6,2.239626
-31.000677,6,2.239626
-32.303467,6,2.241621
-36.99322,6,2.241621
-34.799057,6,2.244613
-36.135532,6,2.247606
-36.535007,6,2.249599
-29.987974,6,2.254586
-55.95072,16,2.256581
-35.094627,6,2.256581
-30.679312,7,2.256581
-36.043327,6,2.256581
-40.62779,6,2.259573
-37.855762,6,2.261567
-39.820877,7,2.266554
-32.420338,6,2.27154
-33.39152,6,2.27154
-28.98566,7,2.27154
-33.92394,6,2.274533
-41.93917,7,2.274533
-36.853603,7,2.274533
-23.430695,6,2.276528
-37.786175,6,2.280517
-36.364437,5,2.28351
-30.534866,6,2.2865
-38.885284,6,2.2865
-32.821373,6,2.288496
-42.410557,6,2.288496
-38.769577,6,2.29049
-39.04785,7,2.29049
-37.78989,6,2.295477
-32.509377,6,2.297471
-38.458538,6,2.300464
-31.910046,6,2.300464
-34.004745,6,2.302459
-35.87836,6,2.302459
-45.256218,6,2.30545
-36.328125,7,2.307445
-41.45393,6,2.310438
-33.95904,6,2.314426
-40.583965,7,2.314426
-37.958786,6,2.314426
-39.474728,6,2.317418
-30.37638,6,2.319414
-17.366539,7,2.319414
-42.957355,6,2.322405
-35.126274,7,2.327391
-30.964108,6,2.329386
-34.47096,6,2.329386
-26.895096,6,2.329386
-28.4692,6,2.332378
-31.651077,5,2.334373
-34.754936,6,2.334373
-32.318226,6,2.334373
-30.82054,6,2.341355
-36.443344,6,2.344347
-31.37985,5,2.344347
-25.682123,6,2.344347
-30.93548,6,2.344347
-44.04315,6,2.349333
-37.150925,6,2.349333
-34.255882,6,2.349333
-41.480564,6,2.355317
-32.497437,6,2.358309
-30.435486,6,2.358309
-40.194805,6,2.358309
-39.29734,7,2.360303
-45.309444,6,2.363296
-35.539463,6,2.363296
-33.546158,6,2.363296
-38.321068,6,2.372271
-39.037796,6,2.372271
-32.78649,6,2.372271
-37.158195,6,2.375264
-30.501225,8,2.375264
-31.88203,6,2.377259
-34.133484,6,2.377259
-32.122932,6,2.377259
-30.531658,5,2.384239
-41.615345,6,2.386235
-30.908703,7,2.389226
-38.382412,5,2.389226
-35.72488,6,2.389226
-44.056282,7,2.391221
-37.75192,6,2.391221
-35.19607,7,2.394213
-43.39426,7,2.400196
-44.377483,6,2.400196
-38.446583,6,2.403188
-35.12581,6,2.406181
-36.924927,7,2.406181
-38.509216,6,2.406181
-30.25866,8,2.408175
-33.86862,6,2.408175
-42.989708,6,2.415157
-33.429214,6,2.415157
-31.575708,6,2.417151
-32.18881,6,2.420144
-32.105316,6,2.420144
-37.59366,6,2.420144
-29.941252,6,2.422139
-26.760584,6,2.422139
-32.82929,6,2.429119
-36.43436,7,2.432112
-40.55064,6,2.432112
-43.435425,6,2.434107
-38.04825,6,2.434107
-38.772953,6,2.436101
-38.62299,6,2.436101
-38.051373,6,2.443082
-40.518246,6,2.446074
-42.90914,6,2.446074
-26.208166,6,2.448069
-37.81324,7,2.451061
-35.008797,6,2.451061
-28.877295,6,2.451061
-38.551785,6,2.459039
-33.797596,7,2.460037
-36.6113,6,2.460037
-34.44536,6,2.462031
-79.69099,18,2.462031
-33.268845,6,2.465024
-44.698143,6,2.465024
-23.920748,7,2.467018
-38.70194,5,2.474
-31.697083,6,2.474
-34.838764,6,2.474
-35.159172,6,2.475994
-30.875875,6,2.477989
-37.676575,6,2.477989
-37.934795,9,2.48098
-34.838043,6,2.48098
-33.54371,6,2.487971
-33.3502,6,2.487971
-36.571507,6,2.487971
-35.791573,6,2.49096
-37.87555,6,2.492949
-43.716026,6,2.492949
-33.152412,6,2.495954
-33.37735,6,2.495954
-36.349968,6,2.501925
-45.790268,6,2.504917
-33.70332,7,2.504917
-32.6428,7,2.504917
-45.539963,6,2.506911
-29.196726,6,2.509904
-32.3632,7,2.509904
-30.70966,7,2.511898
-42.32845,6,2.518879
-43.088764,6,2.518879
-37.988266,7,2.518879
-33.782444,7,2.520875
-34.86885,6,2.520875
-32.636154,6,2.522869
-25.936665,6,2.525861
-30.112373,7,2.525861
-32.06848,6,2.532842
-38.39351,6,2.532842
-35.050503,6,2.532842
-38.74678,6,2.535834
-38.22408,6,2.535834
-44.066257,6,2.537829
-24.404287,6,2.539823
-38.53197,6,2.539823
-45.428764,6,2.547802
-36.96312,6,2.547802
-38.06669,6,2.547802
-43.597797,6,2.549797
-41.64681,6,2.549797
-33.855972,6,2.552788
-34.640354,6,2.554783
-31.277153,6,2.555781
-35.437725,6,2.561765
-36.198055,6,2.561765
-37.77232,6,2.561765
-44.694096,6,2.564757
-30.851536,7,2.567749
-34.32634,6,2.567749
-32.870934,6,2.57074
-27.416471,6,2.57074
-37.57299,6,2.576725
-39.1559,6,2.576725
-36.518974,6,2.577722
-39.10349,7,2.581712
-35.977493,6,2.581712
-24.367561,6,2.581712
-33.362946,6,2.584704
-35.54461,6,2.584704
-36.90735,5,2.588692
-37.999386,6,2.590687
-38.82929,7,2.593679
-39.01492,6,2.595674
-38.86589,6,2.595674
-45.276787,6,2.595674
-36.4319,6,2.598666
-43.036423,6,2.598666
-42.750637,6,2.602655
-37.563408,6,2.605647
-41.18034,7,2.610634
-45.355473,6,2.610634
-42.370167,6,2.610634
-34.16503,6,2.610634
-33.646435,6,2.612628
-28.553633,7,2.614623
-32.20358,6,2.617616
-29.518976,6,2.619611
-36.121197,6,2.624597
-42.465977,6,2.624597
-39.876057,6,2.624597
-31.330667,6,2.624597
-41.845047,6,2.626591
-32.690746,6,2.628586
-32.74235,6,2.631578
-45.620224,6,2.633572
-30.85192,6,2.637562
-47.01839,6,2.637562
-38.55951,6,2.63856
-37.220364,6,2.640555
-36.972157,7,2.640555
-24.052467,7,2.645541
-43.28431,6,2.645541
-33.89922,6,2.648533
-41.063763,6,2.652522
-31.797667,6,2.652522
-42.073902,7,2.655514
-37.730877,6,2.655514
-33.98247,7,2.657509
-34.900837,6,2.659503
-44.458397,6,2.659503
-39.577892,6,2.662496
-33.56878,6,2.667482
-48.012363,6,2.667482
-27.824675,6,2.669478
-45.94936,6,2.669478
-38.416065,6,2.672469
-35.278255,6,2.674463
-27.200516,6,2.674463
-31.036297,6,2.676458
-23.968868,6,2.681445
-23.616005,6,2.681445
-40.145588,6,2.684437
-39.02366,6,2.684437
-39.973053,6,2.687131
-29.642128,6,2.689468
-37.212723,6,2.689468
-33.908634,6,2.691434
-38.18284,6,2.69645
-40.98994,6,2.69645
-37.784447,6,2.698445
-32.74325,6,2.700451
-27.663206,6,2.703431
-42.124268,6,2.703431
-33.37159,6,2.706422
-38.37336,6,2.710412
-38.704693,6,2.710412
-35.037346,6,2.713404
-32.993088,6,2.715399
-46.94611,6,2.717393
-34.392075,7,2.719388
-33.531353,6,2.719388
-52.7162,16,2.722379
-32.58584,5,2.725372
-41.739456,6,2.725372
-38.840477,6,2.725372
-30.83864,6,2.732353
-33.637627,6,2.734348
-19.454338,8,2.734348
-35.250637,7,2.73734
-39.004345,6,2.73734
-36.049015,6,2.739334
-39.743458,6,2.739334
-33.51441,6,2.739334
-31.74839,6,2.746315
-36.681427,6,2.749308
-27.959633,6,2.749308
-37.974735,6,2.751302
-32.457596,5,2.751302
-33.012337,6,2.754295
-40.32086,6,2.754295
-40.750725,6,2.760278
-31.429815,5,2.760278
-35.70609,6,2.762273
-43.237503,6,2.765265
-33.198757,6,2.765265
-34.849796,6,2.768257
-37.393032,6,2.768257
-31.336205,5,2.772246
-33.016747,6,2.774241
-53.05969,16,2.774241
-31.89083,5,2.777234
-33.81337,6,2.777234
-30.539137,6,2.779228
-37.66819,6,2.78222
-35.67095,6,2.78222
-39.478798,6,2.787206
-24.555935,6,2.789201
-25.517061,6,2.789201
-31.101503,6,2.791196
-44.792103,6,2.791196
-29.818026,6,2.793191
-36.63084,6,2.796183
-34.076828,7,2.798177
-32.294304,6,2.800172
-31.37304,5,2.803164
-42.137203,6,2.803164
-28.327375,6,2.803164
-37.539547,6,2.806156
-36.303833,6,2.808151
-41.195747,6,2.810145
-33.295624,6,2.813137
-38.49858,6,2.815132
-38.843548,6,2.817127
-31.257284,6,2.817127
-33.15512,6,2.820119
-36.195847,8,2.822114
-42.091667,7,2.824109
-39.366806,6,2.8271
-40.22022,7,2.8271
-29.788248,6,2.829094
-23.83273,6,2.832087
-35.0057,6,2.832087
-37.613987,6,2.834082
-20.346506,6,2.836076
-33.387802,6,2.838071
-38.353386,6,2.840065
-39.96552,6,2.841063
-45.06644,6,2.846049
-36.526485,6,2.846049
-32.285175,7,2.846049
-40.530487,6,2.848044
-41.55939,6,2.850039
-32.397324,6,2.853031
-34.062786,6,2.855026
-38.051468,7,2.85702
-39.446377,6,2.859014
-39.318115,6,2.859014
-34.828114,7,2.862007
-28.490326,6,2.862007
-33.176514,6,2.864999
-31.566465,6,2.866994
-29.16105,6,2.869985
-33.98515,6,2.871981
-38.009243,6,2.873975
-32.749783,6,2.873975
-31.280458,6,2.875969
-37.277145,6,2.875969
-36.621655,6,2.878962
-27.325548,6,2.880956
-34.141247,6,2.88295
-32.449654,5,2.883949
-37.808453,6,2.888935
-31.05681,6,2.888935
-33.912205,6,2.890929
-31.89854,6,2.890929
-31.54525,6,2.892925
-42.265625,6,2.895916
-43.571163,6,2.897911
-32.93575,5,2.9019
-35.282063,6,2.9019
-33.6735,6,2.9019
-44.39693,6,2.904892
-36.188744,6,2.906887
-38.54696,6,2.911874
-33.753437,7,2.911874
-35.0436,6,2.915863
-38.518684,6,2.915863
-31.478855,6,2.915863
-43.432713,6,2.918855
-25.027552,6,2.92085
-65.36292,17,2.922843
-46.0717,6,2.925837
-30.807966,7,2.928828
-34.183823,6,2.930823
-31.160742,6,2.930823
-37.3621,6,2.930823
-40.987392,6,2.932818
-37.970264,6,2.935809
-38.56881,6,2.937804
-33.23394,5,2.937804
-38.353024,5,2.944785
-34.35426,6,2.944785
-39.44229,6,2.944785
-39.42867,6,2.944785
-34.669136,8,2.947778
-40.644974,6,2.949772
-41.783688,6,2.952764
-25.85127,6,2.952764
-35.096977,6,2.958748
-34.42083,6,2.958748
-40.784595,6,2.958748
-37.932434,6,2.96174
-28.550507,7,2.96174
-34.68453,6,2.963735
-40.227848,6,2.966727
-30.162704,6,2.966727
-43.952515,6,2.973763
-36.137886,6,2.973763
-30.369442,6,2.973763
-34.267956,6,2.975166
-40.336266,6,2.976157
-35.696644,5,2.978152
-30.351221,7,2.980146
-42.88399,7,2.982141
-44.46175,6,2.987127
-31.895117,6,2.987127
-27.309574,5,2.987127
-36.526043,7,2.990119
-37.780666,6,2.990119
-37.966007,7,2.994108
-35.621834,6,2.994108
-35.399296,6,2.997101
-43.833515,6,3.001091
-45.031708,6,3.001091
-38.84289,6,3.001091
-26.488367,5,3.001091
-32.26647,6,3.004082
-34.082832,6,3.009068
-30.625425,7,3.011063
-37.064514,6,3.011063
-39.42873,6,3.015053
-34.233006,6,3.015053
-36.278263,6,3.015053
-25.289976,6,3.018044
-35.456593,7,3.018044
-34.275215,6,3.022035
-34.29836,6,3.025026
-31.932903,6,3.025026
-37.280148,6,3.030013
-35.38444,6,3.030013
-26.551802,7,3.032007
-31.773638,6,3.032007
-38.22044,7,3.035
-35.84734,7,3.038989
-37.802963,6,3.038989
-39.729816,6,3.038989
-35.1727,6,3.043976
-38.03986,5,3.043976
-24.824787,6,3.046968
-35.89681,7,3.046968
-33.922676,6,3.048962
-35.139397,6,3.053949
-31.888533,6,3.053949
-36.389236,6,3.053949
-32.76331,5,3.055943
-24.692858,6,3.058936
-41.230946,6,3.062925
-39.535454,7,3.062925
-33.871777,8,3.065917
-32.449333,6,3.068909
-39.801838,6,3.068909
-32.029922,6,3.068909
-33.472054,6,3.070903
-40.54595,6,3.072898
-46.78192,6,3.077884
-32.640812,6,3.077884
-33.367558,6,3.079879
-37.127254,6,3.081874
-32.720764,6,3.081874
-39.590744,6,3.081874
-29.982304,7,3.086862
-37.643982,6,3.086862
-35.13521,6,3.091847
-33.743286,6,3.091847
-39.87328,6,3.093842
-33.89242,6,3.095836
-32.616657,6,3.095836
-32.385586,6,3.095836
-38.988518,6,3.100824
-20.318916,6,3.100824
-33.677826,6,3.10581
-37.37492,5,3.10581
-32.611355,6,3.10581
-31.53231,6,3.110797
-37.18149,6,3.110797
-41.187305,6,3.110797
-38.006462,6,3.114786
-39.479362,6,3.114786
-35.597286,5,3.117778
-27.581991,5,3.117778
-32.858902,7,3.121767
-43.66287,6,3.12476
-34.98082,6,3.12476
-32.7318,6,3.12476
-26.936623,6,3.129746
-31.538898,6,3.129746
-32.032036,6,3.131741
-39.00629,6,3.131741
-33.450016,6,3.13573
-39.12147,6,3.138722
-37.781265,6,3.138722
-44.651398,6,3.138722
-31.614317,6,3.143709
-34.65526,7,3.145704
-33.224037,6,3.145704
-36.468872,6,3.145704
-40.06195,6,3.15069
-29.413166,6,3.152684
-37.601845,6,3.152684
-30.024134,7,3.155677
-42.3606,6,3.157671
-30.714027,6,3.159666
-33.91126,6,3.159666
-37.884995,7,3.16166
-39.450462,6,3.164653
-36.85326,6,3.167645
-34.52317,6,3.167645
-34.661167,6,3.169639
-39.619247,6,3.171634
-39.6447,6,3.174626
-37.349373,7,3.17662
-34.112232,6,3.17662
-37.72599,6,3.178615
-41.07416,6,3.181608
-43.51091,6,3.181608
-44.73917,6,3.1846
-37.889988,6,3.186594
-39.3618,6,3.189586
-28.584373,6,3.191581
-30.751762,6,3.191581
-34.600094,6,3.193575
-24.585522,6,3.196568
-43.11547,6,3.196568
-32.801834,6,3.198562
-38.35956,6,3.200557
-40.04932,6,3.20355
-34.846302,6,3.205543
-38.55497,6,3.208535
-33.627552,7,3.208535
-33.52125,5,3.208535
-42.257908,6,3.211527
-30.5548,6,3.213522
-31.364965,6,3.215518
-45.240276,6,3.218509
-34.572662,6,3.220504
-33.100018,6,3.223496
-31.09596,6,3.223496
-37.15034,6,3.223496
-34.938984,6,3.22549
-42.68706,6,3.228482
-44.046818,6,3.230479
-39.585884,6,3.232471
-32.60871,6,3.234466
-29.400993,6,3.237458
-39.464954,6,3.237458
-38.139,6,3.239453
-32.266674,7,3.239453
-31.738213,7,3.24444
-35.049156,6,3.24444
-27.113707,6,3.247432
-38.02393,6,3.249427
-23.862211,6,3.25142
-32.82565,6,3.25142
-29.428125,6,3.254413
-32.318832,6,3.254413
-45.26866,6,3.258402
-33.237118,6,3.258402
-44.309734,6,3.260396
-33.433247,6,3.262391
-31.362886,6,3.26638
-31.726,6,3.26638
-39.478943,6,3.268376
-38.29238,6,3.268376
-43.032593,6,3.273362
-28.24738,6,3.273362
-26.63901,6,3.275357
-36.149086,6,3.277351
-29.251297,6,3.280343
-35.95168,6,3.280343
-36.297535,6,3.282338
-35.274933,6,3.283335
-39.300682,6,3.288321
-34.324596,6,3.288321
-33.29008,7,3.292311
-34.15732,6,3.292311
-31.220264,6,3.294306
-45.617435,6,3.294306
-32.926105,6,3.297298
-33.5264,6,3.297298
-26.133799,5,3.299293
-42.937695,6,3.301287
-33.190197,6,3.306274
-38.157764,5,3.306274
-36.608505,7,3.308269
-27.779276,7,3.311261
-37.141514,6,3.311261
-37.065334,6,3.311261
-37.546955,6,3.313255
-42.500027,6,3.31525
-32.55986,6,3.319239
-36.420635,6,3.320237
-32.30237,6,3.322232
-30.350035,6,3.324228
-34.16885,6,3.324228
-42.58435,6,3.324228
-38.864494,6,3.327217
-34.79354,6,3.329213
-31.986938,6,3.334199
-43.32555,7,3.336194
-32.673046,6,3.336194
-39.68515,6,3.338189
-32.35405,6,3.338189
-36.29004,6,3.338189
-42.272167,6,3.340183
-31.874743,6,3.343175
-43.59185,6,3.348162
-25.497154,5,3.351155
-40.13916,6,3.351155
-36.316364,6,3.353148
-35.65059,7,3.353148
-33.0504,6,3.353148
-36.863792,6,3.355143
-44.216187,6,3.358136
-41.077232,6,3.362125
-39.063087,6,3.365117
-43.289436,6,3.365117
-39.283646,6,3.367111
-29.018696,6,3.367111
-40.548203,6,3.370104
-28.361095,7,3.370104
-38.071068,6,3.372098
-22.802286,6,3.376087
-40.48083,6,3.379079
-39.03244,6,3.379079
-36.29191,6,3.381074
-36.77734,6,3.381074
-34.594604,6,3.384066
-31.881067,6,3.384066
-34.125637,6,3.387058
-32.4101,6,3.391047
-38.066967,6,3.394039
-44.669712,6,3.394039
-38.35852,6,3.396034
-29.090929,6,3.396034
-39.463337,6,3.398029
-38.126087,6,3.399026
-37.132988,6,3.401021
-29.07634,6,3.406008
-29.430613,6,3.408002
-45.78399,6,3.408002
-42.534313,6,3.410994
-42.954014,6,3.410994
-33.718506,6,3.412989
-34.751484,6,3.412989
-26.214422,6,3.414983
-43.076416,6,3.41997
-33.65542,6,3.421965
-45.189846,6,3.421965
-34.891796,6,3.424957
-37.36486,6,3.424957
-34.048298,6,3.426952
-33.85974,6,3.426952
-33.210815,6,3.429944
-32.224873,5,3.431939
-36.35059,6,3.435927
-39.63697,6,3.435927
-32.586926,6,3.43892
-43.412052,6,3.43892
-33.391857,6,3.440914
-33.9376,6,3.440914
-34.44237,6,3.442911
-31.72213,6,3.445901
-33.998924,6,3.450887
-41.14618,6,3.450887
-32.671913,6,3.452883
-36.336037,6,3.452883
-39.914356,6,3.454876
-40.174667,6,3.454876
-42.336597,6,3.457869
-36.105835,6,3.459864
-33.550636,6,3.464851
-29.268572,6,3.464851
-33.488377,6,3.466858
-32.531174,7,3.469836
-42.407684,6,3.469836
-34.563553,6,3.469836
-42.02905,6,3.472112
-32.731873,6,3.473826
-24.060007,6,3.478818
-28.57293,6,3.478818
-39.946854,6,3.480893
-38.139214,6,3.483885
-31.700544,6,3.483885
-37.261105,5,3.483885
-44.45166,6,3.483885
-34.655407,6,3.488871
-35.278214,6,3.492861
-31.441977,5,3.495853
-33.778572,7,3.495853
-41.652054,6,3.495853
-32.674694,6,3.497847
-38.746128,6,3.497847
-31.64229,7,3.499842
-25.773102,6,3.501837
-34.6543,6,3.507821
-27.464125,5,3.507821
-35.592125,6,3.509816
-34.304985,6,3.509816
-44.57012,6,3.51181
-43.294292,6,3.51181
-38.496445,6,3.514802
-36.56807,6,3.516797
-31.32404,5,3.518792
-41.03708,6,3.520786
-40.72474,6,3.523779
-45.504654,6,3.523779
-44.069817,6,3.525772
-30.131367,6,3.52677
-32.54512,6,3.528765
-36.05786,6,3.53076
-38.451702,6,3.533751
-30.751226,6,3.535746
-43.787407,6,3.538738
-41.775105,6,3.538738
-42.751022,6,3.540733
-39.108303,6,3.540733
-40.618034,6,3.543725
-31.545063,7,3.548712
-35.74405,6,3.548712
-36.010155,6,3.550706
-31.759354,6,3.553698
-33.7677,6,3.553698
-32.165356,6,3.555693
-32.55817,6,3.555693
-26.26163,5,3.555693
-31.159006,5,3.56068
-40.115845,6,3.562674
-32.0199,6,3.565666
-36.31692,6,3.568659
-38.943756,6,3.568659
-43.655525,6,3.570652
-40.872444,6,3.570652
-33.830326,6,3.570652
-39.882595,6,3.574642
-33.699505,6,3.577634
-32.982147,6,3.579628
-47.34061,6,3.581623
-29.027384,6,3.581623
-34.244473,6,3.584615
-39.879425,6,3.584615
-36.296864,6,3.584615
-35.558342,6,3.589602
-36.51563,6,3.591597
-39.30128,6,3.593591
-27.64292,6,3.595586
-36.442734,6,3.595586
-30.852638,5,3.596584
-44.230923,6,3.598579
-34.381645,6,3.598579
-43.71481,6,3.605559
-37.64758,6,3.608552
-38.159275,6,3.610547
-33.304466,9,3.610547
-40.38102,6,3.610547
-36.459583,6,3.61254
-39.174866,6,3.61254
-26.660007,9,3.617528
-35.678753,6,3.619523
-35.394207,6,3.621516
-34.24801,6,3.624509
-35.982212,6,3.624509
-27.902323,6,3.625506
-34.15407,6,3.627501
-44.709126,6,3.627501
-41.674175,6,3.63149
-34.50831,6,3.636477
-30.748734,7,3.636477
-31.35938,6,3.639469
-34.877014,6,3.639469
-39.810543,5,3.639469
-43.10722,6,3.639469
-30.822247,6,3.641463
-30.501114,7,3.648445
-35.84331,6,3.651437
-34.589287,6,3.651437
-30.239279,5,3.651437
-37.13717,6,3.653431
-35.36918,6,3.653431
-44.900616,6,3.653431
-40.212273,6,3.655426
-25.98836,5,3.662408
-39.421764,6,3.662408
-34.53369,6,3.664402
-35.853806,6,3.664402
-38.523106,6,3.667394
-31.915636,6,3.667394
-33.41817,6,3.667394
-32.60291,6,3.669389
-32.63961,6,3.676371
-23.819883,6,3.676371
-41.42195,6,3.678365
-40.375156,6,3.678365
-30.309277,6,3.681357
