#{"t_start": 1754449492.0013282, "env_id": "None"}
r,l,t
145.95775,81,4.834027
143.62662,113,4.884891
55.206985,95,4.89287
-152.0108,76,4.899852
143.21759,85,4.902843
120.22729,72,4.993472
130.39937,83,5.000454
58.956623,80,5.013419
136.15813,140,5.033366
51.41013,66,5.050321
124.81196,75,5.061292
134.83466,80,5.063287
147.69016,82,5.083233
53.779327,65,5.146064
54.30494,63,5.155041
137.21411,76,5.164017
-144.62988,71,5.222859
65.95764,78,5.225851
61.7377,77,5.234827
53.674286,101,5.261755
137.53261,100,5.307633
62.44476,81,5.337552
135.47392,93,5.355504
122.59627,91,5.368471
130.49033,72,5.387419
-149.80055,91,5.427313
137.96515,94,5.445265
58.605473,65,5.45424
52.08859,104,5.495131
61.26569,82,5.522059
134.87036,80,5.535024
60.15561,81,5.567937
139.27734,78,5.601846
154.9683,109,5.612816
107.56268,72,5.614812
54.38367,61,5.630768
157.518,94,5.656699
109.47006,66,5.686619
52.539185,71,5.733495
-166.80225,106,5.766674
138.26645,88,5.813553
135.8479,84,5.817541
60.400425,90,5.835494
-150.18105,76,5.844469
144.9923,89,5.849455
48.457123,69,5.856438
130.58864,76,5.916277
-158.53296,81,5.959163
58.494648,66,5.984096
128.51761,81,6.000053
116.39124,83,6.007034
-77.28426,76,6.020997
130.8414,74,6.022992
159.1941,86,6.038949
109.135345,74,6.083828
48.629276,69,6.114746
149.82933,79,6.161621
123.61632,74,6.165611
58.058186,70,6.177578
-152.34904,84,6.211488
60.642956,113,6.261354
-132.77457,71,6.274319
119.842926,89,6.284293
129.35005,80,16.984096
141.5085,149,17.028983
143.57901,88,17.031983
146.91763,95,17.037959
130.21326,90,17.082839
54.8431,64,17.101789
56.788918,76,17.107773
124.355286,101,17.192547
134.68056,76,17.204515
125.932785,71,17.225458
137.95534,85,17.260365
55.462708,76,17.296269
107.95358,79,17.298264
157.15913,88,17.30564
149.67198,107,17.314929
57.03092,68,17.349835
60.15518,67,17.380752
129.05966,80,17.389728
58.590256,69,17.464529
132.90253,78,17.478491
141.8572,81,17.50143
38.104397,59,17.515393
129.31871,90,17.561271
108.82602,134,17.575233
121.99167,79,17.578225
150.64897,123,17.589195
52.91447,81,17.662998
120.80602,83,17.681947
152.43768,92,17.726827
130.89723,76,17.745776
144.08817,76,17.768715
129.24664,83,17.775697
152.47636,101,17.815589
143.09029,159,17.89837
135.15144,102,17.904352
129.42409,67,17.904352
68.041855,94,17.949233
135.0306,119,17.963196
143.5383,82,17.970176
152.4926,88,17.977158
138.65367,82,18.01007
60.15219,73,18.076257
131.7481,82,18.092215
135.60576,91,18.117148
-151.39603,81,18.159036
54.955513,68,18.169009
57.381126,101,18.184966
167.58287,95,18.197932
132.54967,102,18.200925
50.142544,58,18.2099
57.728733,63,18.340552
59.7343,97,18.353516
149.12271,112,18.36349
157.70747,83,18.372465
53.56042,68,18.379447
137.64174,81,18.397399
137.74405,83,18.405377
130.42363,116,18.441282
121.05776,85,18.573928
125.3648,95,18.576919
138.91866,86,18.596865
126.92931,97,18.596865
127.41386,85,18.629073
141.24216,92,18.642038
146.01657,112,18.669963
93.434715,87,18.681932
130.63908,75,18.819564
55.748108,61,18.831532
145.60022,89,18.885387
149.61047,97,18.907328
144.0332,85,18.912316
-142.1896,109,18.920294
136.7577,83,18.930267
151.91422,85,18.947222
52.264725,66,19.003073
110.161095,72,19.030998
131.72507,80,19.101808
57.075825,63,19.101808
138.45409,81,19.134721
147.51999,80,19.140712
134.29913,88,19.148683
166.8793,79,19.216935
152.25807,100,19.216935
140.45294,79,19.241869
57.43827,67,19.277771
153.6162,90,19.337612
133.45935,81,19.349581
124.3987,91,19.388476
57.10258,111,19.430365
148.4308,81,19.436348
129.04846,77,19.452305
57.785492,88,19.517133
54.28572,112,19.517133
112.1966,75,19.555031
146.63548,84,19.567996
108.229256,73,19.627836
150.76184,92,19.632823
153.8626,81,19.643793
54.106186,76,19.719591
146.77946,104,19.72757
-163.87639,89,19.753501
155.40791,82,19.81334
60.612732,67,19.83628
121.24662,100,19.845255
150.78061,87,19.882156
136.07997,75,19.935014
52.576443,63,19.93701
58.674458,77,19.94798
50.395214,60,19.982895
-83.49019,76,19.996849
-155.0204,142,20.028764
142.38736,92,20.067661
144.58667,81,20.077634
60.99071,66,20.096583
120.89155,71,20.117527
127.97754,77,20.120518
139.84595,76,20.179362
144.90004,88,20.195319
148.5956,86,20.235213
120.75196,73,20.252167
125.37319,80,20.260146
150.15453,82,20.293057
142.01376,73,20.296049
153.50615,77,20.303031
115.11123,73,20.366861
161.53024,82,20.4267
134.67415,79,20.435677
148.70332,76,20.435677
144.64886,119,20.458615
130.26163,76,20.468588
121.32995,80,20.486541
147.0742,86,20.493522
142.40237,83,20.558348
128.077,76,20.603229
119.93681,75,20.610209
46.225132,74,20.642124
141.14774,86,20.661073
140.26811,77,20.669052
144.28418,110,20.694983
56.897358,64,20.710941
138.8013,83,20.800286
131.74379,136,20.814248
158.39748,83,20.838184
145.89743,83,20.865112
113.1077,116,20.88506
134.17967,83,20.890046
54.57031,101,20.899022
141.34238,84,20.907998
120.36133,73,20.97083
109.4709,70,21.029672
134.79642,76,21.069568
127.43382,78,21.069568
138.86539,104,21.083498
164.00053,86,21.110425
189.25455,132,21.125423
57.046192,103,21.141344
149.46748,83,21.167273
51.299774,68,21.188217
57.602024,65,21.220132
56.177525,65,21.234136
146.90387,85,21.266045
-159.2468,82,21.299919
137.53812,90,21.331833
132.5305,78,21.346826
160.57182,78,21.399685
79.838776,84,21.458495
-161.90524,120,21.464511
127.99104,143,21.470496
125.19986,86,21.496393
119.1487,115,21.496393
53.790863,68,21.501412
161.17517,103,21.568202
146.19566,78,21.577177
128.41795,79,21.65098
135.55367,86,21.660954
-94.19361,81,21.683892
149.60698,99,21.686883
49.89898,86,21.695862
169.1534,88,21.705866
130.30557,77,21.746724
126.366486,95,21.795593
133.61647,78,21.839478
52.455605,92,21.862416
140.59476,82,21.873385
128.19289,88,21.896323
147.83112,87,21.903305
128.39272,86,21.942202
121.32936,73,22.006031
116.67127,97,22.017001
128.25816,153,22.034988
136.02936,96,32.847008
156.60573,100,32.87593
158.58719,93,32.896875
125.32745,79,32.90984
144.2795,111,32.960704
148.55122,78,33.017553
150.62596,84,33.063431
173.64574,85,33.097339
146.77463,88,33.172139
147.47574,77,33.181115
143.85307,82,33.201062
143.14166,94,33.20904
141.3536,99,33.275861
157.60603,89,33.290822
135.43358,82,33.299797
134.3727,83,33.322737
166.654,78,33.371605
141.65555,75,33.400528
154.04112,86,33.42247
54.784832,64,33.444412
171.95917,101,33.444412
163.91469,80,33.517216
111.73875,90,33.533174
148.32495,91,33.567083
154.4541,79,33.585035
58.689728,75,33.603985
147.63835,81,33.638891
168.2696,84,33.664822
130.65938,77,33.708704
-79.74333,108,33.723665
134.5542,78,33.726656
140.60461,74,33.767547
136.11987,90,33.825394
114.82478,109,33.834401
175.32213,81,33.860299
137.83417,93,33.866284
59.640274,68,33.890252
129.80408,76,33.892213
135.7131,94,33.949095
138.72366,88,33.978019
-82.507095,62,34.016881
147.74147,88,34.040851
51.194427,66,34.053782
159.22485,89,34.053782
133.68016,81,34.060796
144.44087,81,34.092789
124.16756,80,34.177596
133.39644,94,34.182551
160.07619,78,34.20951
150.89217,69,34.220449
163.88248,97,34.275302
154.29352,92,34.275302
156.41391,96,34.292256
56.227512,59,34.323174
142.69025,111,34.361106
132.06458,89,34.397974
134.29659,82,34.414928
120.50801,87,34.441857
144.91104,72,34.466791
142.62006,82,34.496709
159.85457,83,34.557547
141.91066,98,34.563532
60.89943,76,34.57849
148.23605,84,34.634341
144.41782,82,34.645313
149.03735,82,34.694181
136.48387,95,34.709142
163.93246,93,34.752027
138.27905,71,34.755018
130.79588,83,34.78281
62.639305,63,34.807743
170.94408,98,34.843647
146.77829,76,34.851625
148.29713,80,34.914458
145.02426,77,34.919443
137.40314,87,34.98826
179.4492,86,34.98826
157.1141,83,35.007209
144.20834,80,35.022169
140.9494,76,35.058073
138.25223,98,35.109935
119.521484,88,35.149827
138.3888,87,35.151823
149.04668,81,35.204682
149.32536,78,35.214655
147.01375,95,35.241582
58.193806,82,35.241582
159.6276,77,35.314388
154.13002,98,35.319375
59.068787,72,35.340319
52.507427,73,35.346303
62.386127,63,35.381209
58.261116,67,35.417113
117.441956,86,35.430078
119.21125,71,35.4969
109.41905,76,35.504879
142.61952,103,35.504879
133.83723,76,35.528815
140.46384,88,35.561727
151.86604,82,35.615583
154.48831,100,35.626554
57.64081,88,35.643509
55.55603,75,35.69138
151.40453,78,35.69138
161.2592,86,35.717311
139.80316,79,35.725291
111.576996,71,35.739252
47.27535,60,35.776546
129.35008,80,35.849351
116.27924,95,35.859324
152.65433,82,35.899217
139.61195,86,35.90919
140.05305,78,35.916172
63.345318,78,35.924151
61.992825,63,35.938113
137.76508,102,35.996957
-103.48841,70,36.072764
141.641,94,36.08173
152.64738,75,36.094696
146.94472,104,36.116671
143.89487,97,36.156562
130.62514,91,36.165507
149.74689,78,36.193465
143.55702,115,36.210419
135.91684,88,36.293198
133.31073,93,36.315422
132.73523,98,36.370312
80.08598,83,36.373268
138.93864,109,36.376294
85.24627,84,36.386274
148.34872,82,36.410169
177.0232,85,36.4361
139.50658,76,36.496938
156.5573,79,36.528852
52.363667,68,36.553786
149.73215,83,36.598665
135.84412,87,36.598665
130.97688,97,36.620607
154.77025,86,36.629583
137.4607,101,36.69042
132.85829,81,36.700395
163.18175,80,36.729316
139.01573,80,36.754249
53.659176,77,36.791151
142.0914,78,36.793145
150.52051,79,36.817081
146.76239,80,36.828052
130.67828,74,36.876922
51.548546,64,36.916815
144.47162,86,36.918809
159.09492,80,36.931774
133.49446,80,36.994607
150.03754,79,37.018543
123.57009,75,37.018543
150.99377,89,37.018543
148.26897,90,37.102319
162.26488,74,37.102319
146.4462,85,37.127262
132.21823,88,37.237967
126.335266,122,37.265892
164.11644,88,37.268883
147.32425,89,37.271876
143.3227,86,37.354654
142.34569,126,37.369614
142.25659,92,37.369614
130.64143,85,37.490291
153.43597,92,37.511235
171.26482,111,37.552126
58.219715,162,37.572072
145.99525,80,37.572072
169.15106,128,37.572072
141.08028,81,37.575065
136.21284,101,37.634907
121.7682,73,37.704722
144.24724,84,37.756582
56.171326,72,37.770545
124.74344,76,37.803458
124.73899,79,37.814428
157.10204,86,37.829388
65.81801,94,37.850332
160.05989,81,37.856316
63.94313,73,37.969015
140.73784,113,38.021873
157.62357,79,38.028855
52.813328,62,38.030849
53.61398,64,38.039825
135.63025,77,38.048801
138.31473,119,38.099665
159.84053,107,38.111634
54.01833,66,38.140556
145.72253,76,38.219346
168.79819,81,38.237329
153.36423,74,38.240322
150.30278,87,38.256279
144.80725,86,49.420922
161.0081,85,49.430897
149.28212,126,49.476773
132.54561,91,49.485751
145.73766,75,49.569526
143.94388,85,49.578503
144.66139,72,49.581495
164.00594,85,49.602438
148.55534,73,49.662278
156.8372,79,49.670257
134.48529,76,49.72078
159.17036,88,49.743718
129.98015,77,49.789596
139.76614,86,49.817522
180.59956,84,49.831485
141.51096,127,49.919249
148.13927,91,49.922241
133.86513,76,49.928227
149.62666,101,49.944183
143.91873,73,49.952161
130.80861,79,50.082812
156.42715,95,50.085804
152.36443,90,50.099776
165.27539,75,50.160604
142.8319,87,50.198502
166.87413,98,50.241387
162.20326,99,50.247373
154.11566,79,50.298236
128.9632,80,50.303222
168.21216,87,50.336135
171.11792,145,50.350097
155.04369,77,50.374033
159.63512,85,50.459804
132.2737,73,50.477756
165.18855,80,50.491719
120.39576,67,50.515654
148.1494,87,50.562529
145.52158,74,50.579484
157.35645,98,50.640321
154.08517,88,50.651292
132.72661,69,50.69318
134.50133,89,50.731079
161.24966,101,50.745053
138.7288,82,50.749042
130.95534,82,50.791927
151.81606,82,50.805891
118.7342,83,50.861742
146.22014,83,50.908616
174.37587,100,50.908616
134.39392,76,50.937539
154.29485,73,50.949506
170.96347,102,51.033283
144.42847,84,51.036275
163.5259,95,51.080157
147.94537,77,51.093122
144.54085,75,51.12404
149.96223,74,51.152962
170.7413,88,51.156952
149.98601,91,51.185874
142.96211,89,51.284615
162.32173,75,51.298577
141.8593,74,51.308551
162.95268,102,51.322513
161.75273,90,51.377367
144.5398,87,51.396316
143.16434,91,51.41327
148.3335,86,51.427233
155.07512,74,51.491063
148.18361,90,51.51101
150.66164,98,51.557884
146.99464,101,51.594785
140.0127,82,51.601766
144.5848,77,51.609745
130.96625,99,51.677564
209.16708,96,51.684545
137.993,71,51.708482
158.01077,84,51.778295
165.88669,85,51.825169
160.66544,89,51.843121
138.30078,129,51.853094
138.44682,91,51.856086
149.9353,72,51.87703
136.52132,76,51.894983
135.7725,80,51.923905
176.76219,77,51.977762
207.50179,84,52.029623
157.79056,82,52.053558
146.18964,82,52.056551
153.40361,80,52.073505
149.93114,95,52.076497
148.0339,87,52.129365
136.9951,77,52.138337
156.38882,76,52.243057
143.9871,77,52.266993
152.14659,82,52.281953
163.87659,76,52.327831
155.64056,85,52.351767
160.53328,100,52.360743
56.94864,143,52.470449
128.27597,83,52.491393
133.51398,98,52.503361
170.30237,83,52.505356
164.83966,199,52.513335
147.86841,74,52.527298
147.30553,83,52.568189
151.05614,88,52.576167
157.00171,81,52.687851
137.00417,73,52.690841
139.39558,79,52.716772
127.743065,76,52.719765
161.52162,92,52.750682
137.0483,87,52.761652
150.14497,80,52.795562
168.87592,80,52.909258
167.10455,120,52.917236
150.44269,90,52.937183
127.151344,82,52.943167
144.22063,79,52.978073
171.19008,83,52.978073
146.54477,76,52.995029
175.62495,127,53.054868
160.19948,82,53.141637
148.10632,87,53.145625
-77.25216,78,53.151609
147.53903,90,53.226417
141.75873,87,53.238385
163.89883,95,53.243371
146.42883,72,53.275286
211.38812,127,53.302213
162.47153,74,53.35208
154.21332,85,53.382998
167.03705,90,53.384992
156.32175,78,53.450816
170.60701,78,53.453808
160.51231,89,53.476747
152.82228,80,53.521628
171.89525,93,53.533596
146.84413,98,53.621361
147.42137,92,53.640311
144.8798,89,53.70813
155.64381,84,53.71112
163.2111,117,53.71112
149.10379,98,53.745031
136.3626,86,53.784923
167.8467,100,53.813847
171.6206,75,53.850748
165.3101,79,53.878674
135.6167,79,53.946492
156.77414,82,53.955467
149.5894,85,53.960455
156.23744,81,53.973419
162.3693,79,54.006331
153.47105,85,54.06717
51.798008,61,54.150945
171.90572,102,54.153938
60.599194,69,54.16391
193.56294,84,54.234723
147.6664,90,54.273617
143.33578,125,54.273617
151.69032,82,54.278604
146.66217,75,54.303537
168.34117,78,54.388311
151.63437,78,54.391302
152.39432,79,54.404267
151.2651,79,54.456129
157.108,76,54.472086
134.76103,75,54.475078
158.46732,79,54.480065
157.69891,78,54.50799
168.59895,76,54.602737
147.86658,78,54.610716
142.63084,74,54.61271
57.639755,79,54.695489
136.70364,81,54.695489
143.57939,93,54.706459
133.64136,75,54.712444
157.55194,92,54.72142
57.332115,64,54.767299
-81.6241,69,54.770289
157.98366,82,54.827551
152.22871,71,54.906739
57.167614,79,54.935661
152.82071,94,54.94763
158.80573,95,54.960595
160.82414,72,54.969571
144.21158,75,54.975555
173.96704,110,54.990515
143.69856,83,55.056339
173.26654,86,68.779359
138.60498,79,68.795316
179.77798,85,68.863135
149.07294,86,68.895049
169.63684,95,68.901033
171.5434,114,68.947908
183.65932,83,68.959876
158.95189,121,68.983811
123.53806,82,69.061458
171.1219,86,69.086391
170.0692,86,69.148226
162.0623,79,69.15421
148.89409,76,69.204078
133.7012,96,69.217042
146.71092,91,69.238983
118.22156,82,69.247961
158.03523,79,69.341709
189.3022,98,69.372626
138.74475,76,69.418503
142.0775,81,69.430472
149.91867,84,69.479341
144.9631,71,69.482333
131.13379,81,69.48333
165.14653,94,69.540178
157.5199,83,69.605005
191.95802,92,69.681799
142.46881,85,69.688781
165.9395,86,69.703741
137.3737,75,69.723687
126.81644,68,69.765575
149.96036,90,69.768568
135.3807,95,69.791507
161.91795,87,69.919176
177.26572,80,69.959067
156.32071,83,69.985995
172.58636,90,69.991981
165.06134,86,70.013921
148.41505,76,70.041846
141.75426,84,70.044838
170.01619,86,70.051821
152.75635,81,70.160529
134.85678,80,70.191447
166.79463,84,70.237356
130.28683,77,70.237356
152.33185,95,70.2583
162.66049,80,70.267277
148.01674,78,70.27223
154.52948,83,70.277218
146.5548,85,70.372994
162.43362,86,70.400885
130.99266,76,70.415879
161.33353,88,70.44477
171.77856,76,70.449755
141.04108,81,70.455739
156.30008,74,70.460726
168.27321,88,70.501616
155.6029,85,70.606336
183.60692,89,70.644235
144.3995,84,70.646262
147.66037,78,70.669202
153.39796,83,70.674188
169.56448,83,70.676149
160.6918,102,70.734996
144.57672,91,70.744965
178.73714,99,70.873656
146.05089,88,70.887585
135.91585,80,70.898588
153.49854,95,70.902544
142.64508,89,70.912519
60.512253,94,70.929506
164.73674,76,70.941473
156.76332,83,70.958395
135.32892,89,71.142239
162.7032,80,71.160224
134.57306,91,71.162218
171.8108,77,71.180139
147.54988,86,71.190145
174.07199,100,71.193103
154.60403,99,71.196125
140.9868,79,71.199122
135.13531,76,71.372625
153.86687,78,71.379604
150.76434,86,71.379604
165.94643,85,71.415509
168.96997,83,71.420495
56.947323,83,71.42352
145.03069,83,71.428507
155.29088,85,71.430502
152.64195,80,71.604038
145.19618,84,71.614012
160.11624,93,71.626944
145.65233,77,71.645892
139.29318,78,71.645892
162.64676,85,71.649882
157.21461,83,71.652875
151.1903,99,71.689809
137.75414,80,71.835387
158.42636,82,71.859322
160.32263,79,71.870293
149.44283,81,71.895226
168.57263,82,71.898218
87.65788,84,71.908192
152.23546,87,71.919162
137.34232,73,72.05879
157.42136,84,72.09968
87.47216,137,72.106661
183.61285,90,72.12162
170.8735,82,72.126608
128.92332,81,72.136581
176.39471,85,72.136581
156.37874,133,72.319126
140.06377,92,72.328102
156.38853,77,72.333089
137.1305,82,72.351008
146.77074,82,72.379965
94.73865,84,72.385952
162.57574,97,72.409883
137.95587,146,72.553466
146.81216,85,72.556458
143.69759,85,72.566432
185.82068,91,72.585497
155.32986,83,72.620404
179.48636,86,72.623396
173.47014,76,72.62642
142.77376,121,72.697198
107.225914,79,72.799924
163.8225,84,72.803914
147.7632,89,72.814918
144.38431,78,72.820905
129.5118,78,72.863753
168.72264,80,72.863753
154.81143,83,72.874724
193.80965,86,72.952516
131.98557,73,73.029311
148.16623,85,73.071199
140.83923,82,73.083167
166.83855,89,73.100121
137.95341,86,73.147993
149.42012,83,73.151983
144.84467,87,73.151983
130.32182,85,73.258117
141.48145,75,73.292027
136.74915,84,73.355855
169.18088,82,73.358848
136.17769,90,73.396746
150.30743,79,73.40873
146.29652,86,73.446613
151.54572,91,73.463568
145.3027,79,73.51144
181.75098,83,73.550335
139.05109,79,73.598208
104.816284,79,73.601199
157.71548,84,73.694949
189.15108,94,73.70592
152.38423,84,73.718884
151.94774,78,73.749802
141.33856,113,73.755786
149.63348,79,73.839562
144.5058,80,73.844549
167.79352,117,73.902394
115.913216,77,73.931316
136.25948,76,73.93431
138.99239,85,73.996429
104.29228,85,74.003411
139.81763,122,74.069234
184.85829,83,74.086189
168.7128,96,74.114115
147.577,84,74.150018
154.4391,77,74.156003
135.7033,82,74.174953
155.8359,89,74.256733
161.51952,88,74.259725
153.71893,83,74.311619
160.02643,79,74.345528
172.17593,93,74.353478
146.7469,83,74.379438
158.07475,84,74.406335
153.92255,113,74.491107
156.81985,87,74.52003
112.33873,94,74.536984
153.49112,93,74.584855
102.11451,82,74.589843
175.26653,89,74.649685
141.1635,96,74.705533
140.4342,88,74.746458
104.99079,79,74.764408
159.83351,87,74.768365
156.2706,143,74.780333
160.24849,83,74.821224
138.13249,93,74.850146
161.86382,81,74.867101
136.84059,91,87.994715
155.69281,79,88.005686
129.43864,72,88.012666
155.79095,79,88.032612
148.96071,83,88.075498
128.31079,79,88.122372
126.51131,86,88.200165
152.40944,80,88.203157
125.24022,73,88.277962
125.043335,84,88.324837
155.04532,83,88.356753
138.8364,101,88.356753
198.96104,91,88.433546
154.31795,131,88.452496
173.95433,86,88.479424
184.48724,91,88.497377
189.44269,82,88.542255
134.9088,76,88.603092
110.57734,84,88.628026
131.04204,71,88.687866
155.4307,76,88.744714
109.06188,82,88.744714
179.15955,130,88.75369
138.63397,108,88.778624
114.655136,85,88.814527
153.95311,77,88.892319
185.72884,94,88.981688
166.58461,118,88.986674
151.85768,79,88.990663
127.415276,82,88.998643
196.83412,83,89.007618
185.69643,83,89.032552
198.76137,103,89.140263
195.86554,85,89.146248
149.17542,75,89.234013
163.32094,84,89.234013
146.21994,87,89.247011
163.00882,89,89.258945
158.34447,99,89.265927
128.71515,80,89.268919
127.83094,78,89.36965
138.50932,108,89.44844
166.7537,83,89.471378
181.906,84,89.473372
146.54837,76,89.488333
166.4404,88,89.495314
150.69002,85,89.509276
147.0275,89,89.512268
135.30981,89,89.621978
173.89977,78,89.706748
192.41931,89,89.712737
158.22464,87,89.733676
151.50285,83,89.738664
139.5796,79,89.748636
145.18042,80,89.753519
166.07692,97,89.783867
127.93013,83,89.862623
153.83533,77,89.931471
129.09608,70,89.941411
141.0698,74,89.946398
168.53001,97,90.005275
142.70387,84,90.020201
162.8612,79,90.040148
148.96268,98,90.059098
134.77068,81,90.119934
134.60402,76,90.163817
149.41309,86,90.221663
147.13351,75,90.22665
150.64772,78,90.250586
167.0563,100,90.255572
147.72066,81,90.273524
169.09601,89,90.310333
126.980225,74,90.381145
168.56252,98,90.398099
165.06163,80,90.437992
170.26619,83,90.48786
139.64923,81,90.50581
171.1486,93,90.512792
128.54579,80,90.540717
185.67407,124,90.56964
136.13309,81,90.61452
-166.56938,100,90.677354
129.5052,84,90.677354
144.90807,76,90.707272
136.57564,87,90.714253
209.45204,87,90.727252
144.63545,91,90.772132
181.72571,88,90.792046
152.01291,92,90.860895
136.10025,75,90.885828
154.06902,79,90.897763
149.50427,83,90.945636
142.58267,78,90.95561
127.78694,91,90.974557
158.95782,83,91.008466
166.06366,78,91.015449
191.87164,87,91.092278
151.32549,88,91.128181
163.88441,80,91.169038
146.49155,83,91.18699
166.39867,94,91.237854
149.19913,133,91.264783
160.50313,94,91.27177
-101.19072,99,91.291743
145.56044,73,91.299723
151.70221,79,91.335592
124.47339,80,91.369536
146.0631,80,91.428344
170.64963,101,91.432333
148.52985,84,91.46724
160.907,81,91.48722
151.43196,91,91.492173
151.30865,75,91.537055
174.8627,92,91.541076
171.79375,86,91.606868
133.4912,79,91.653741
137.10747,79,91.659731
164.14944,82,91.723555
127.08913,77,91.735523
136.80255,88,91.767437
183.59975,80,91.774419
144.46477,87,91.796361
139.7239,84,91.851215
118.2172,76,91.879141
128.77419,75,91.882133
141.72084,79,91.958926
134.63548,87,91.974882
150.26534,76,91.989843
140.65953,76,92.000813
148.29659,71,92.010787
132.20724,76,92.121491
125.188675,75,92.121491
195.9532,110,92.194295
164.73878,82,92.212249
158.92302,80,92.229203
123.16291,71,92.240173
122.520515,89,92.293032
148.87292,101,92.318964
142.81894,87,92.405731
135.30411,98,92.437645
128.29732,70,92.453602
180.89519,98,92.528404
134.67383,102,92.564308
156.80998,83,92.567298
153.20259,101,92.575278
199.59409,92,92.623151
178.76604,86,92.690968
158.2818,80,92.705929
143.65369,80,92.730863
177.3711,77,92.791699
144.0338,80,92.829598
173.58589,80,92.832589
159.34665,80,92.842564
115.192024,76,92.87348
197.10999,86,92.972216
169.76834,82,92.998149
179.5186,93,93.027375
182.74893,86,93.074251
173.61752,84,93.10816
195.91743,82,93.111152
149.16714,89,93.118134
147.01497,89,93.160022
144.49673,76,93.207893
127.46361,74,93.217867
148.54427,86,93.282692
132.42624,73,93.318598
144.84265,75,93.326576
131.86253,91,93.334555
142.25346,87,93.366469
132.69186,75,93.37345
146.7491,78,93.433324
120.74107,75,93.436316
152.10144,79,93.516069
148.39914,79,93.553968
126.447914,81,93.56793
134.63959,88,93.595856
135.12498,87,93.625776
141.2554,86,93.630762
126.34688,74,93.654698
127.68824,74,93.65769
170.13957,93,93.788341
143.91417,81,93.791333
145.38545,86,93.820256
150.13292,85,93.844201
131.99239,75,93.851182
134.54518,74,93.873124
143.7219,88,93.879108
175.2276,83,93.902046
139.50598,76,94.008761
185.0049,95,94.074585
138.76314,84,107.739123
132.25238,89,107.747101
139.40977,78,107.750093
-174.17963,113,107.803949
127.39225,90,107.803949
128.73085,89,107.832871
137.78644,79,107.940585
159.02821,82,108.016382
151.00734,84,108.059447
145.65482,83,108.066429
130.38411,88,108.078396
147.13753,76,108.08837
135.76909,76,108.109314
128.0691,86,108.119287
164.0442,89,108.255922
147.8344,80,108.319751
